species_name,species_name_canonical,species_role,sdm_needed_for_disease,sdm_available,sdm_species,run_status,run_priority,occurrence_method,gbif_occurrence_method,start_year,end_year,min_points,disease_count,disease_names,pilot_include_disease_names,analysis_unit_ids,host_phylum,host_class,host_order,host_family,host_in_gonzalos_list,has_pilot_disease,has_pilot_include_disease,Not_specified,PCR_Sequencing,Isolation_Observation,Antibodies,Any_PCR_Or_Observation,first_pass_eligible,eligibility_status,eligibility_reasons,taxonomy_review_needed,taxonomy_review_reason,taxonomy_override_applied,taxonomy_override_notes,existing_model_path,occurrence_status,occurrence_rows_raw,occurrence_rows_clean,passes_min_points,gbif_occurrence_path,local_occurrence_path,combined_occurrence_path,model_status,model_output_path,synonym_review_status,synonym_notes,notes
Phocoena spinipinnis,Phocoena spinipinnis,host,yes,FALSE,Phocoena spinipinnis,occurrences_ready,31,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Artiodactyla,Phocoenidae,FALSE,TRUE,TRUE,0,2,0,0,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,145,64,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Phocoena_spinipinnis/gbif-download/cleaned/Phocoena_spinipinnis_cleaned.csv,,,not_run,,not_audited,,
Dicotyles tajacu,Dicotyles tajacu,host,yes,FALSE,Dicotyles tajacu,occurrences_ready,32,gbif-download,gbif-download,2000,2026,20,2,Venezuelan equine encephalitis; Yellow fever,Yellow fever,,Chordata,Mammalia,Artiodactyla,Tayassuidae,FALSE,TRUE,TRUE,0,1,1,2,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,215,206,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Dicotyles_tajacu/gbif-download/cleaned/Dicotyles_tajacu_cleaned.csv,,,not_run,,not_audited,,
Lobodon carcinophaga,Lobodon carcinophaga,host,yes,FALSE,Lobodon carcinophaga,occurrences_ready,33,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Carnivora,Phocidae,FALSE,TRUE,TRUE,0,2,0,0,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,43513,1932,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lobodon_carcinophaga/gbif-download/cleaned/Lobodon_carcinophaga_cleaned.csv,,,not_run,,not_audited,,
Phyllostomus hastatus,Phyllostomus hastatus,host,yes,FALSE,Phyllostomus hastatus,occurrences_ready,34,gbif-download,gbif-download,2000,2026,20,2,Dengue; Yellow fever,Dengue; Yellow fever,,Chordata,Mammalia,Chiroptera,Phyllostomidae,FALSE,TRUE,TRUE,0,1,1,6,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1195,1178,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Phyllostomus_hastatus/gbif-download/cleaned/Phyllostomus_hastatus_cleaned.csv,,,not_run,,not_audited,,
Cercopithecus mitis kandti,Cercopithecus mitis kandti,host,yes,FALSE,Cercopithecus mitis kandti,occurrences_ready,35,gbif-download,gbif-download,2000,2026,20,2,Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),Influenza (H5N1 avian influenza); Influenza (H7N9 avian influenza),,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,0,2,0,0,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,193,189,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Cercopithecus_mitis_kandti/gbif-download/cleaned/Cercopithecus_mitis_kandti_cleaned.csv,,,not_run,,not_audited,,
Alexandromys fortis,Alexandromys fortis,host,yes,FALSE,Alexandromys fortis,occurrences_ready,36,gbif-download,gbif-download,2000,2026,20,2,Hemorrhagic fever with renal syndrome (Hantaan virus); Tick-borne encephalitis,Hemorrhagic fever with renal syndrome (Hantaan virus); Tick-borne encephalitis,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,2,0,0,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,10,7,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Alexandromys_fortis/gbif-download/cleaned/Alexandromys_fortis_cleaned.csv,,,not_run,,not_audited,,
Damaliscus pygargus,Damaliscus pygargus,host,yes,FALSE,Damaliscus pygargus,occurrences_ready,37,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,0,1,1,1,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,4511,3938,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Damaliscus_pygargus/gbif-download/cleaned/Damaliscus_pygargus_cleaned.csv,,,not_run,,not_audited,,
Tragelaphus oryx,Tragelaphus oryx,host,yes,FALSE,Tragelaphus oryx,occurrences_ready,38,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,2,2,0,3,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,5918,5314,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tragelaphus_oryx/gbif-download/cleaned/Tragelaphus_oryx_cleaned.csv,,,not_run,,not_audited,,
Bassariscus astutus,Bassariscus astutus,host,yes,FALSE,Bassariscus astutus,occurrences_ready,39,gbif-download,gbif-download,2000,2026,20,1,Plague,Plague,,Chordata,Mammalia,Carnivora,Procyonidae,FALSE,TRUE,TRUE,0,1,1,2,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,6326,5854,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Bassariscus_astutus/gbif-download/cleaned/Bassariscus_astutus_cleaned.csv,,,not_run,,not_audited,,
Potos flavus,Potos flavus,host,yes,FALSE,Potos flavus,occurrences_ready,40,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Carnivora,Procyonidae,FALSE,TRUE,TRUE,0,1,1,2,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1933,1881,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Potos_flavus/gbif-download/cleaned/Potos_flavus_cleaned.csv,,,not_run,,not_audited,,
Elephas maximus,Elephas maximus,host,yes,FALSE,Elephas maximus,occurrences_ready,41,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Proboscidea,Elephantidae,FALSE,TRUE,TRUE,1,1,1,2,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,10411,10142,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Elephas_maximus/gbif-download/cleaned/Elephas_maximus_cleaned.csv,,,not_run,,not_audited,,
Microtus montanus,Microtus montanus,host,yes,FALSE,Microtus montanus,occurrences_ready,42,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,2,0,2,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2460,2444,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Microtus_montanus/gbif-download/cleaned/Microtus_montanus_cleaned.csv,,,not_run,,not_audited,,
Peromyscus sonoriensis,Peromyscus sonoriensis,host,yes,FALSE,Peromyscus sonoriensis,occurrences_ready,43,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,2,0,0,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2202,2039,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Peromyscus_sonoriensis/gbif-download/cleaned/Peromyscus_sonoriensis_cleaned.csv,,,not_run,,not_audited,,
Callospermophilus lateralis,Callospermophilus lateralis,host,yes,FALSE,Callospermophilus lateralis,occurrences_ready,44,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,0,2,3,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,17892,17579,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Callospermophilus_lateralis/gbif-download/cleaned/Callospermophilus_lateralis_cleaned.csv,,,not_run,,not_audited,,
Tamias amoenus,Tamias amoenus,host,yes,FALSE,Tamias amoenus,occurrences_ready,45,gbif-download,gbif-download,2000,2026,20,1,Hantavirus pulmonary syndrome,Hantavirus pulmonary syndrome,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,0,2,3,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,4016,3998,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tamias_amoenus/gbif-download/cleaned/Tamias_amoenus_cleaned.csv,,,not_run,,not_audited,,
Tamias sibiricus,Tamias sibiricus,host,yes,FALSE,Tamias sibiricus,occurrences_ready,46,gbif-download,gbif-download,2000,2026,20,1,Tick-borne encephalitis,Tick-borne encephalitis,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,1,1,0,2,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,18592,16204,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Tamias_sibiricus/gbif-download/cleaned/Tamias_sibiricus_cleaned.csv,,,not_run,,not_audited,,
Pteropus rufus,Pteropus rufus,host,yes,FALSE,Pteropus rufus,occurrences_ready,47,gbif-download,gbif-download,2000,2026,20,3,Hendra; Nipah virus disease; West Nile fever,Hendra; Nipah virus disease; West Nile fever,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,1,0,3,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,152,118,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteropus_rufus/gbif-download/cleaned/Pteropus_rufus_cleaned.csv,,,not_run,,not_audited,,
Cercopithecus nictitans,Cercopithecus nictitans,host,yes,FALSE,Cercopithecus nictitans,occurrences_ready,48,gbif-download,gbif-download,2000,2026,20,3,Mpox (Monkeypox); West Nile fever; Yellow fever,West Nile fever; Yellow fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,1,0,1,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,239,235,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Cercopithecus_nictitans/gbif-download/cleaned/Cercopithecus_nictitans_cleaned.csv,,,not_run,,not_audited,,
Aepyceros melampus,Aepyceros melampus,host,yes,FALSE,Aepyceros melampus,occurrences_ready,49,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,0,1,4,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,18032,17674,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Aepyceros_melampus/gbif-download/cleaned/Aepyceros_melampus_cleaned.csv,,,not_run,,not_audited,,
Hippotragus niger,Hippotragus niger,host,yes,FALSE,Hippotragus niger,occurrences_ready,50,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,1,0,4,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1673,1624,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Hippotragus_niger/gbif-download/cleaned/Hippotragus_niger_cleaned.csv,,,not_run,,not_audited,,
Kobus ellipsiprymnus,Kobus ellipsiprymnus,host,yes,FALSE,Kobus ellipsiprymnus,occurrences_ready,51,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,1,0,4,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,11505,11381,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Kobus_ellipsiprymnus/gbif-download/cleaned/Kobus_ellipsiprymnus_cleaned.csv,,,not_run,,not_audited,,
Mops pumilus,Mops pumilus,host,yes,FALSE,Mops pumilus,occurrences_ready,52,gbif-download,gbif-download,2000,2026,20,2,Chikungunya fever; West Nile fever,Chikungunya fever; West Nile fever,,Chordata,Mammalia,Chiroptera,Molossidae,FALSE,TRUE,TRUE,0,0,1,1,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,52,48,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Mops_pumilus/gbif-download/cleaned/Mops_pumilus_cleaned.csv,,,not_run,,not_audited,,
Pteronotus davyi,Pteronotus davyi,host,yes,FALSE,Pteronotus davyi,occurrences_ready,53,gbif-download,gbif-download,2000,2026,20,2,Dengue; Yellow fever,Dengue; Yellow fever,,Chordata,Mammalia,Chiroptera,Mormoopidae,FALSE,TRUE,TRUE,0,0,1,4,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2012,1858,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Pteronotus_davyi/gbif-download/cleaned/Pteronotus_davyi_cleaned.csv,,,not_run,,not_audited,,
Eidolon dupreanum,Eidolon dupreanum,host,yes,FALSE,Eidolon dupreanum,occurrences_ready,54,gbif-download,gbif-download,2000,2026,20,2,Hendra; Nipah virus disease,Hendra; Nipah virus disease,,Chordata,Mammalia,Chiroptera,Pteropodidae,FALSE,TRUE,TRUE,0,1,0,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,90,83,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Eidolon_dupreanum/gbif-download/cleaned/Eidolon_dupreanum_cleaned.csv,,,not_run,,not_audited,,
Diceros bicornis,Diceros bicornis,host,yes,FALSE,Diceros bicornis,occurrences_ready,55,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Perissodactyla,Rhinocerotidae,FALSE,TRUE,TRUE,1,0,1,5,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1907,1808,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Diceros_bicornis/gbif-download/cleaned/Diceros_bicornis_cleaned.csv,,,not_run,,not_audited,,
Loxodonta africana,Loxodonta africana,host,yes,FALSE,Loxodonta africana,occurrences_ready,56,gbif-download,gbif-download,2000,2026,20,2,Crimean-Congo hemorrhagic fever; Rift Valley fever,Crimean-Congo hemorrhagic fever; Rift Valley fever,,Chordata,Mammalia,Proboscidea,Elephantidae,FALSE,TRUE,TRUE,0,0,1,5,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,22833,22693,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Loxodonta_africana/gbif-download/cleaned/Loxodonta_africana_cleaned.csv,,,not_run,,not_audited,,
Dasyprocta leporina,Dasyprocta leporina,host,yes,FALSE,Dasyprocta leporina,occurrences_ready,57,gbif-download,gbif-download,2000,2026,20,2,Dengue; Yellow fever,Dengue; Yellow fever,,Chordata,Mammalia,Rodentia,Dasyproctidae,FALSE,TRUE,TRUE,0,1,0,3,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1808,1475,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Dasyprocta_leporina/gbif-download/cleaned/Dasyprocta_leporina_cleaned.csv,,,not_run,,not_audited,,
Alcelaphus buselaphus,Alcelaphus buselaphus,host,yes,FALSE,Alcelaphus buselaphus,occurrences_ready,58,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,0,0,1,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,3757,3615,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Alcelaphus_buselaphus/gbif-download/cleaned/Alcelaphus_buselaphus_cleaned.csv,,,not_run,,not_audited,,
Capricornis milneedwardsii,Capricornis milneedwardsii,host,yes,FALSE,Capricornis milneedwardsii,pending,59,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,0,1,0,0,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,not_prepared,,,,"",,,not_run,,not_audited,,
Oreamnos americanus,Oreamnos americanus,host,yes,FALSE,Oreamnos americanus,occurrences_ready,60,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,0,0,1,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,7674,7347,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Oreamnos_americanus/gbif-download/cleaned/Oreamnos_americanus_cleaned.csv,,,not_run,,not_audited,,
Oryx gazella,Oryx gazella,host,yes,FALSE,Oryx gazella,occurrences_ready,61,gbif-download,gbif-download,2000,2026,20,1,Crimean-Congo hemorrhagic fever,Crimean-Congo hemorrhagic fever,,Chordata,Mammalia,Artiodactyla,Bovidae,FALSE,TRUE,TRUE,1,0,1,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,5410,4716,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Oryx_gazella/gbif-download/cleaned/Oryx_gazella_cleaned.csv,,,not_run,,not_audited,,
Muntiacus reevesi,Muntiacus reevesi,host,yes,FALSE,Muntiacus reevesi,occurrences_ready,62,gbif-download,gbif-download,2000,2026,20,1,Hepatitis E,Hepatitis E,,Chordata,Mammalia,Artiodactyla,Cervidae,FALSE,TRUE,TRUE,0,0,1,1,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,123063,121467,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Muntiacus_reevesi/gbif-download/cleaned/Muntiacus_reevesi_cleaned.csv,,,not_run,,not_audited,,
Giraffa giraffa,Giraffa giraffa,host,yes,FALSE,Giraffa giraffa,occurrences_ready,63,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Artiodactyla,Giraffidae,FALSE,TRUE,TRUE,0,1,0,0,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,11081,10908,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Giraffa_giraffa/gbif-download/cleaned/Giraffa_giraffa_cleaned.csv,,,not_run,,not_audited,,
Taxidea taxus,Taxidea taxus,host,yes,FALSE,Taxidea taxus,occurrences_ready,64,gbif-download,gbif-download,2000,2026,20,1,Plague,Plague,,Chordata,Mammalia,Carnivora,Mustelidae,FALSE,TRUE,TRUE,0,0,1,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,4181,4099,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Taxidea_taxus/gbif-download/cleaned/Taxidea_taxus_cleaned.csv,,,not_run,,not_audited,,
Myotis septentrionalis,Myotis septentrionalis,host,yes,FALSE,Myotis septentrionalis,occurrences_ready,65,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Chiroptera,Vespertilionidae,FALSE,TRUE,TRUE,0,1,0,3,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,177,168,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Myotis_septentrionalis/gbif-download/cleaned/Myotis_septentrionalis_cleaned.csv,,,not_run,,not_audited,,
Ochotona pallasi,Ochotona pallasi,host,yes,FALSE,Ochotona pallasi,occurrences_ready,66,gbif-download,gbif-download,2000,2026,20,1,Plague,Plague,,Chordata,Mammalia,Lagomorpha,Ochotonidae,FALSE,TRUE,TRUE,0,0,1,0,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,554,553,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Ochotona_pallasi/gbif-download/cleaned/Ochotona_pallasi_cleaned.csv,,,not_run,,not_audited,,
Ateles paniscus,Ateles paniscus,host,yes,FALSE,Ateles paniscus,occurrences_ready,67,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Atelidae,FALSE,TRUE,TRUE,1,0,1,3,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,2352,2209,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Ateles_paniscus/gbif-download/cleaned/Ateles_paniscus_cleaned.csv,,,not_run,,not_audited,,
Leontopithecus chrysomelas,Leontopithecus chrysomelas,host,yes,FALSE,Leontopithecus chrysomelas,occurrences_ready,68,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cebidae,FALSE,TRUE,TRUE,0,1,0,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,41,30,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Leontopithecus_chrysomelas/gbif-download/cleaned/Leontopithecus_chrysomelas_cleaned.csv,,,not_run,,not_audited,,
Cercopithecus diana,Cercopithecus diana,host,yes,FALSE,Cercopithecus diana,occurrences_ready,69,gbif-download,gbif-download,2000,2026,20,1,Yellow fever,Yellow fever,,Chordata,Mammalia,Primates,Cercopithecidae,FALSE,TRUE,TRUE,1,1,0,0,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,161,159,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Cercopithecus_diana/gbif-download/cleaned/Cercopithecus_diana_cleaned.csv,,,not_run,,not_audited,,
Lemur catta,Lemur catta,host,yes,FALSE,Lemur catta,occurrences_ready,70,gbif-download,gbif-download,2000,2026,20,1,West Nile fever,West Nile fever,,Chordata,Mammalia,Primates,Lemuridae,FALSE,TRUE,TRUE,0,0,1,1,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,739,708,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Lemur_catta/gbif-download/cleaned/Lemur_catta_cleaned.csv,,,not_run,,not_audited,,
Neotoma cinerea,Neotoma cinerea,host,yes,FALSE,Neotoma cinerea,occurrences_ready,71,gbif-download,gbif-download,2000,2026,20,1,Hemorrhagic fever with renal syndrome (Hantaan virus),Hemorrhagic fever with renal syndrome (Hantaan virus),,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,0,1,2,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1077,1065,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Neotoma_cinerea/gbif-download/cleaned/Neotoma_cinerea_cleaned.csv,,,not_run,,not_audited,,
Oxymycterus rufus,Oxymycterus rufus,host,yes,FALSE,Oxymycterus rufus,occurrences_ready,72,gbif-download,gbif-download,2000,2026,20,1,Argentine hemorrhagic fever,Argentine hemorrhagic fever,,Chordata,Mammalia,Rodentia,Cricetidae,FALSE,TRUE,TRUE,0,1,0,1,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,50,50,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Oxymycterus_rufus/gbif-download/cleaned/Oxymycterus_rufus_cleaned.csv,,,not_run,,not_audited,,
Apodemus chejuensis,Apodemus chejuensis,host,yes,FALSE,Apodemus chejuensis,occurrences_ready,73,gbif-download,gbif-download,2000,2026,20,1,Hemorrhagic fever with renal syndrome (Hantaan virus),Hemorrhagic fever with renal syndrome (Hantaan virus),,Chordata,Mammalia,Rodentia,Muridae,FALSE,TRUE,TRUE,0,1,0,0,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,25,25,FALSE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Apodemus_chejuensis/gbif-download/cleaned/Apodemus_chejuensis_cleaned.csv,,,not_run,,not_audited,,
Sciurus vulgaris,Sciurus vulgaris,host,yes,FALSE,Sciurus vulgaris,occurrences_ready,74,gbif-download,gbif-download,2000,2026,20,1,Tick-borne encephalitis,Tick-borne encephalitis,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,1,0,1,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,896618,828358,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Sciurus_vulgaris/gbif-download/cleaned/Sciurus_vulgaris_cleaned.csv,,,not_run,,not_audited,,
Xerus erythropus,Xerus erythropus,host,yes,FALSE,Xerus erythropus,occurrences_ready,75,gbif-download,gbif-download,2000,2026,20,1,Chikungunya fever,Chikungunya fever,,Chordata,Mammalia,Rodentia,Sciuridae,FALSE,TRUE,TRUE,0,0,1,0,1,TRUE,first_pass_eligible,"",FALSE,"",FALSE,,,cleaned_with_sdm_pipeline,1368,1296,TRUE,/Volumes/LaCie/host_vector_sdm_runner/data/occurrences/host/Xerus_erythropus/gbif-download/cleaned/Xerus_erythropus_cleaned.csv,,,not_run,,not_audited,,
